,search_string,8_digit_kvk,12_digit_kvk,vesting_nr,status_of_company,headquarters,website,main_company_name,bestaande_handelsnamen,statutaire_naam,second_page_company_name,street,housenumber,housenumber_extension,postcode,city,extra_infomation
1789,1000BX,56831811	,568318110000	,000026337770	,No Value,True,No Value,Steel Music B.V.,Steel Music B.V.,Steel Music B.V.,Steel Music B.V.,Weteringschans,110,H,1017XS,Amsterdam,"<b>...</b> Steel Music BV. Postbus 1923, <b>1000BX</b>, Amsterdam, Nederland 1000 BX.  Weteringschans 110 H, 1017XS, Amsterdam, Nederland 1017 XS. <b>...</b>  "
1790,1000AZ,51465221	,514652210000	,000021492883	,No Value,True,No Value,F4C B.V.,F4C B.V.,F4C B.V.,F4C B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> F4C BV. F4C BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ.  Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1791,1000AK,33183394	,331833940000	,000016011368	,No Value,True,No Value,C.V. Scheepvaartonderneming Kuipersgracht,C.V. Scheepvaartonderneming Kuipersgracht,No Value,C.V. Scheepvaartonderneming Kuipersgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> CV Scheepvaartonderneming Kuipersgracht. CV Scheepvaartonderneming  Kuipersgracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1792,1000BA,34292787	,342927870000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,www.mconline.com.,Stichting MC,No Value,No Value,Stichting MC,Polonceau-kade,6,-7,1014DA,Amsterdam,"<b>...</b> www.mconline.com. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000  BA. Polonceau-kade 6 -7, 1014DA, Amsterdam, Nederland 1014 DA. <b>...</b>  "
1793,1000AS,57878722	,578787220000	,No Value	,No Value,True,No Value,Vereniging van eigenaars Haarlemmerdijk 34A-34H,No Value,No Value,Vereniging van eigenaars Haarlemmerdijk 34A-34H,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> VvE Haarlemmerdijk 34A-34H. Vereniging van eigenaars &quot;Haarlemmerdijk  34A-34H&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1794,1000AK,33056881	,330568810000	,000016447085	,No Value,True,No Value,Spliethoff's Bevrachtingskantoor B.V.,Spliethoff's Bevrachtingskantoor B.V. | Spliethoff,Spliethoff's Bevrachtingskantoor B.V.,Spliethoff's Bevrachtingskantoor B.V.,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> Spliethoff&#39;s Bevrachtingskantoor BV. Spliethoff&#39;s Bevrachtingskantoor BV.  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1795,1000BX,41199058	,411990580000	,No Value	,No Value,True,No Value,Stichting Woon- en Werkruimten voor Kunstenaars,No Value,No Value,Stichting Woon- en Werkruimten voor Kunstenaars,Jodenbreestraat,25,,1011NH,Amsterdam,"<b>...</b> Swwk. Stichting Woon- en Werkruimten voor Kunstenaars. Postbus 1900,  <b>1000BX</b>, Amsterdam, Nederland 1000 BX. Jodenbreestraat <b>...</b>  "
1796,1000AS,32167761	,321677610000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars van het gebouw Parlando B te Weesp,No Value,No Value,Vereniging van Eigenaars van het gebouw Parlando B te Weesp,Dichtershof,59,,1382DJ,Weesp,"<b>...</b> VvE Parlando Blok B. Vereniging van Eigenaars van het gebouw &quot;Parlando  B&quot; te Weesp. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1797,1000BX,33303464	,333034640000	,000008875065	,No Value,True,www.vermeulenulutuz.nl.,Vermeulen & Ulutuz B.V.,Vermeulen & Ulutuz B.V.,Vermeulen & Ulutuz B.V.,Vermeulen & Ulutuz B.V.,Panamalaan,100,,1019AZ,Amsterdam,"<b>...</b> www.vermeulenulutuz.nl. Postbus 1949, <b>1000BX</b>, Amsterdam, Nederland  1000 BX. Panamalaan 100, 1019AZ, Amsterdam, Nederland 1019 AZ. <b>...</b>  "
1798,1000BZ,34244064	,342440640000	,No Value	,No Value,True,www.moviesthatmatter.nl.,Stichting Movies that Matter,No Value,No Value,Stichting Movies that Matter,Keizersgracht,177,,1016DR,Amsterdam,"<b>...</b> www.moviesthatmatter.nl. Postbus 1968, <b>1000BZ</b>, Amsterdam, Nederland  1000 BZ. Keizersgracht 177, 1016DR, Amsterdam, Nederland 1016 DR. <b>...</b>  "
1799,1000AZ,27304758	,273047580000	,000016816633	,No Value,True,No Value,Bonini Holding,Bonini Holding,Bonini Holding B.V.,Bonini Holding,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Bonini Holding BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ.  Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1800,1000AK,64247120	,642471200000	,000033088640	,No Value,True,No Value,Elbaweg Vastgoed B.V.,Elbaweg Vastgoed B.V.,Elbaweg Vastgoed B.V.,Elbaweg Vastgoed B.V.,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> Elbaweg Vastgoed BV. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000  AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1801,1000BA,34114415	,341144150000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Europa Beheer,No Value,No Value,Stichting Europa Beheer,Bussumergrintweg,63,,1217BN,Hilversum,"<b>...</b> Stichting Europa Beheer. Postbus 1030, <b>1000BA</b>, Amsterdam, Nederland 1000  BA. Bussumergrintweg 63, 1217BN, Hilversum, Nederland 1217 BN. <b>...</b>  "
1802,1000AS,34155956	,341559560000	,000000658081	,No Value,True,No Value,VvE Beheer Amsterdam B.V.,VvE Beheer Amsterdam B.V.,VvE Beheer Amsterdam B.V.,VvE Beheer Amsterdam B.V.,Jacob Bontiusplaats,9,,1018LL,Amsterdam,"<b>...</b> VvE Beheer Amsterdam BV. VvE Beheer Amsterdam BV. www.vvebeheer-  amsterdam.nl. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1803,1000AK,55653855	,556538550000	,000025285068	,No Value,True,No Value,B.V. Firmanten Sampogracht,B.V. Firmanten Sampogracht,B.V. Firmanten Sampogracht,B.V. Firmanten Sampogracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Sampogracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland  1000 AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1804,1000BX,51517604	,515176040000	,000021537127	,No Value,True,www.steelentertainmentgroup.com.,Steel Entertainment Group B.V.,Steel Entertainment Group B.V.,Steel Entertainment Group B.V.,Steel Entertainment Group B.V.,Weteringschans,110,H,1017XS,Amsterdam,"<b>...</b> Steel Entertainment Group BV. www.steelentertainmentgroup.com. Postbus  1923, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1805,1000AS,58980083	,589800830000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Bickersgracht 242-254 en Grote Bickersstraat 305-319,No Value,No Value,Vereniging van Eigenaars Bickersgracht 242-254 en Grote Bickersstraat 305-319,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Bickersgracht 242-254 en Grote Bickersstraat  305-319&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1806,1000BX,34259090	,342590900000	,000015993000	,No Value,True,www.evisu.com.,Bestford B.V.,Bestford B.V.,Bestford B.V.,Bestford B.V.,Panamalaan,100,,1019AZ,Amsterdam,"<b>...</b> Bestford BV. www.evisu.com. Postbus 1949, <b>1000BX</b>, Amsterdam, Nederland  1000 BX. Panamalaan 100, 1019AZ, Amsterdam, Nederland 1019 AZ. <b>...</b>  "
1807,1000BZ,57082839	,570828390000	,000026560194	,No Value,True,"www.simplynumbers.nl,",Simply Numbers B.V.,Simply Numbers B.V. | Simply ZZP,Simply Numbers B.V.,Simply Numbers B.V.,Oostenburgervoorstraat,134,,1018MR,Amsterdam,"<b>...</b> Simply Numbers BV. Simply Numbers BV. www.simplynumbers.nl,  www.simplyzzp.nl. Postbus 1985, <b>1000BZ</b>, Amsterdam, Nederland 1000 BZ. <b>...</b>  "
1808,1000AZ,53959183	,539591830000	,000023795743	,No Value,True,No Value,Groupon Trading Netherlands B.V.,Groupon Trading Netherlands B.V.,Groupon Trading Netherlands B.V.,Groupon Trading Netherlands B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Groupon Trading Netherlands BV. Groupon Trading Netherlands BV.  Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
1809,1000AK,41197953	,411979530001	,000022101551	,No Value,True,www.e-nemo.nl.,NEMO Science Museum,NEMO Science Museum,Stichting Nationaal Centrum voor Wetenschaps- en Technologiecommunicatie,NEMO Science Museum,Oosterdok,2,,1011VX,Amsterdam,"<b>...</b> www.e-nemo.nl. Postbus 421, <b>1000AK</b>, Amsterdam, Nederland 1000 AK.  Oosterdok 2, 1011VX, Amsterdam, Nederland 1011 VX. Museum. Stichting "
1810,1000BA,51036665	,510366650000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,"Vereniging van Eigenaars appartementsgebouw Zijdelwaardplein nummers 85 tot en met 91 (oneven), 94 tot en met 100 (even) en 101 tot en met 131 (oneven) te Uithoorn",No Value,No Value,"Vereniging van Eigenaars appartementsgebouw Zijdelwaardplein nummers 85 tot en met 91 (oneven), 94 tot en met 100 (even) en 101 tot en met 131 (oneven) te Uithoorn",Amstelplein,6,,1096BC,Amsterdam,"Overige belangenbehartiging (rest). Vve Zijdelwaardplein 85 t/m 91, 94 t/m  100. Postbus 1000, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. <b>...</b>  "
1811,1000AS,69536589	,695365890000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Spaarndammerstraat 83-91,No Value,No Value,Vereniging van Eigenaars Spaarndammerstraat 83-91,Spaarndammerstraat,83,D,1013TB,Amsterdam,"<b>...</b> VvE Spaarndammerstraat 83-91. Vereniging van Eigenaars   Spaarndammerstraat 83-91. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland <b>...</b>  "
1812,1000AK,66198771	,661987710000	,000034843906	,No Value,True,No Value,Bore Nederland B.V.,Bore Nederland B.V.,Bore Nederland B.V.,Bore Nederland B.V.,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> Bore Nederland BV. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK.  Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1813,1000BX,50725408	,507254080000	,000000215120	,No Value,True,No Value,Mitchell Niemeijer h.o.d.n. Mitchell Niemeijer,Mitchell Niemeijer h.o.d.n. Mitchell Niemeijer,No Value,Mitchell Niemeijer h.o.d.n. Mitchell Niemeijer,Leidsekade,72,H,1016DA,Amsterdam,"<b>...</b> Circus en variété. Beoefening van podiumkunst|Producenten van podiumkunst.  Postbus 1923, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1814,1000BX,34169008	,341690080000	,No Value	,No Value,True,No Value,Stichting Administratiekantoor FELIX CLAUS DICK VAN WAGENINGEN ARCHITECTEN,No Value,No Value,Stichting Administratiekantoor FELIX CLAUS DICK VAN WAGENINGEN ARCHITECTEN,Krijn Taconiskade,442,,1087HW,Amsterdam,"<b>...</b> Stichting Administratiekantoor FELIX CLAUS DICK VAN WAGENINGEN  ARCHITECTEN. Postbus 1913, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1815,1000AZ,51464691	,514646910000	,000021492409	,No Value,True,No Value,L & T B.V.,L & T B.V.,L & T B.V.,L & T B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> L &amp; T BV. L &amp; T BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ.  Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1816,1000BZ,32100574	,321005740000	,000019695519	,No Value,True,No Value,Lofiman B.V.,Lofiman B.V.,Lofiman B.V.,Lofiman B.V.,Oostenburgervoorstraat,134,,1018MR,Amsterdam,"<b>...</b> Lofiman BV. Postbus 1985, <b>1000BZ</b>, Amsterdam, Nederland 1000 BZ.  Oostenburgervoorstraat 134, 1018MR, Amsterdam, Nederland 1018 MR. <b>...</b>  "
1817,1000AZ,34317372	,343173720000	,000005424488	,No Value,True,No Value,Family Point Holding B.V.,Family Point Holding B.V.,Family Point Holding B.V.,Family Point Holding B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Family Point Holding BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB <b>...</b>  "
1818,1000AK,33145123	,331451230000	,000016044797	,No Value,True,No Value,B.V. Beheer Maatschappij Ringgracht,B.V. Beheer Maatschappij Ringgracht,B.V. Beheer Maatschappij Ringgracht,B.V. Beheer Maatschappij Ringgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Beheer Maatschappij Ringgracht. BV Beheer Maatschappij Ringgracht.  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1819,1000BA,34129690	,341296900000	,000010364102	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Laroussiyen,Laroussiyen,No Value,Laroussiyen,Rubensstraat,38,H,1077MS,Amsterdam,"<b>...</b> Ingenieurs en overig technisch ontwerp en advies. Algemene burgerlijke en  utiliteitsbouw. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. <b>...</b>  "
1820,1000AS,34393755	,343937550000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Flatgebouw Tobias Asserlaan 200-247 te Diemen,No Value,No Value,Vereniging van Eigenaars Flatgebouw Tobias Asserlaan 200-247 te Diemen,Tobias Asserlaan,223,By,1111JS,Diemen,"<b>...</b> Vereniging van Eigenaars Flatgebouw Tobias Asserlaan 200-247 te Diemen.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1821,1000BX,53476743	,534767430000	,000023354437	,No Value,True,No Value,Steel Events B.V.,Steel Events B.V.,Steel Events B.V.,Steel Events B.V.,Weteringschans,110,H,1017XS,Amsterdam,"<b>...</b> Steel Events BV. Postbus 1923, <b>1000BX</b>, Amsterdam, Nederland 1000 BX.  Weteringschans 110 H, 1017XS, Amsterdam, Nederland 1017 XS. <b>...</b>  "
1822,1000BX,40539122	,405391220000	,No Value	,No Value,True,No Value,Kenneth-Inzake-Pers-Groep Vereniging,No Value,No Value,Kenneth-Inzake-Pers-Groep Vereniging,Stanislas,26,,2134BN,Hoofddorp,"Gezelligheidsverenigingen. Ken-INZ-P-Groep. Kenneth-Inzake-Pers-Groep  Vereniging. Postbus 1946, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1823,1000AZ,24270336	,242703360000	,000017232864	,No Value,True,No Value,European Food Investment Company (EFIC) B.V.,European Food Investment Company (EFIC) B.V.,European Food Investment Company (EFIC) B.V.,European Food Investment Company (EFIC) B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> BV. European Food Investment Company (EFIC) BV. Postbus 990, <b>1000AZ</b>,  Amsterdam, Nederland 1000 AZ. Prins Bernhardplein <b>...</b>  "
1824,1000BZ,33220066	,332200660000	,000007005113	,No Value,True,No Value,Lomar Electronics,Lomar Electronics,No Value,Lomar Electronics,Piet Gijzenbrugstraat,21,2,1059XE,Amsterdam,"Lomar Electronics. Groothandel in audio- en video-apparatuur. Postbus  1987, <b>1000BZ</b>, Amsterdam, Nederland 1000 BZ. <b>...</b>  "
1825,1000AZ,34289470	,342894700000	,000020594232	,No Value,True,No Value,Lumesse Holdings B.V.,Lumesse Holdings B.V.,Lumesse Holdings B.V.,Lumesse Holdings B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Lumesse Holdings BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1826,1000AK,55655599	,556555990000	,000025286609	,No Value,True,No Value,B.V. Firmanten Emmagracht,B.V. Firmanten Emmagracht,B.V. Firmanten Emmagracht,B.V. Firmanten Emmagracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Emmagracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland  1000 AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1827,1000BA,33207018	,332070180000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Knaap Holding B.V.,No Value,No Value,Knaap Holding B.V.,P Cornelisz Hooftstr,5,- 11,1071BL,Amsterdam,"Knaap Holding BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA.  P Cornelisz Hooftstr 5 - 11, 1071BL, Amsterdam, Nederland 1071 BL. <b>...</b>  "
1828,1000AS,69762686	,697626860000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Pieter Baststraat 25 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Pieter Baststraat 25 te Amsterdam,Sarphatistraat,370,,1018GW,Amsterdam,"<b>...</b> VvE Pieter Baststraat 25. Vereniging van Eigenaars Pieter Baststraat 25 te  Amsterdam. Postbus 700, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1829,1000BA,62891421	,628914210000	,000031859585	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,AINTZANE,AINTZANE,No Value,AINTZANE,Frans van Mierisstraat,89,3,1071RN,Amsterdam,"AINTZANE. Overige specialistische zakelijke dienstverlening. Postbus  1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. Frans <b>...</b>  "
1830,1000AS,51032910	,510329100000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Oeverpad,No Value,No Value,Vereniging van Eigenaars Oeverpad,Oeverpad,430,,1068PM,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Oeverpad&quot;. Vereniging van Eigenaars &quot;Oeverpad&quot;.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1831,1000BX,59102047	,591020470000	,No Value	,No Value,True,No Value,Amigo's de Dos,No Value,No Value,Amigo's de Dos,Panamalaan,100,,1019AZ,Amsterdam,"<b>...</b> Amigo&#39;s de Dos. Postbus 1949, <b>1000BX</b>, Amsterdam, Nederland 1000 BX.  Panamalaan 100, 1019AZ, Amsterdam, Nederland 1019 AZ. <b>...</b>  "
1832,1000AZ,68633122	,686331220000	,000037054295	,No Value,True,No Value,NOVO Supply International B.V.,NOVO Supply International B.V.,NOVO Supply International B.V.,NOVO Supply International B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Organisatie-adviesbureaus. NOVO Supply International BV. NOVO Supply  International BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
1833,1000BZ,34190860	,341908600000	,000018934587	,No Value,True,No Value,MoneyView Schade en Zorg B.V.,MoneyView Schade en Zorg B.V.,MoneyView Schade en Zorg B.V.,MoneyView Schade en Zorg B.V.,Borgstee,25,B,9403TS,Assen,"<b>...</b> MoneyView Schade en Zorg BV. Postbus 1966, <b>1000BZ</b>, Amsterdam, Nederland  1000 BZ. Borgstee 25 B, 9403TS, Assen, Nederland 9403 TS. <b>...</b>  "
1834,1000AK,33158372	,331583720000	,000017258235	,No Value,True,No Value,C.V. Scheepvaartonderneming Brouwersgracht,C.V. Scheepvaartonderneming Brouwersgracht,No Value,C.V. Scheepvaartonderneming Brouwersgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> Brouwersgracht. CV Scheepvaartonderneming Brouwersgracht. Postbus  409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. Radarweg <b>...</b>  "
1835,1000AS,57430551	,574305510000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Hudsonstraat 41 en 43 / Davisstraat 131,No Value,No Value,Vereniging van Eigenaars Hudsonstraat 41 en 43 / Davisstraat 131,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Hudsonstraat 41 en 43 / Davisstraat 131&quot;.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1836,1000BA,33233517	,332335170000	,000020058438	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,www.blgp.nl.,Van Leeuwen Grafische Produkties,Van Leeuwen Grafische Produkties,No Value,Van Leeuwen Grafische Produkties,Joh. Enschedeweg,15,,1422DR,Uithoorn,"<b>...</b> Bart van Leeuwen Grafische Produkties BV. www.blgp.nl. Postbus  1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. Joh. <b>...</b>  "
1837,1000AS,62572946	,625729460000	,No Value	,No Value,True,www.vvebeheer-amsterdam.nl.,Vereniging van Eigenaars Hertingenstraat 2A - 16D te Amsterdam,No Value,No Value,Vereniging van Eigenaars Hertingenstraat 2A - 16D te Amsterdam,Hertingenstraat,12,D,1069HB,Amsterdam,"<b>...</b> Amsterdam. www.vvebeheer-amsterdam.nl. Postbus 738, <b>1000AS</b>,  Amsterdam, Nederland 1000 AS. Hertingenstraat 12 <b>...</b>  "
1838,1000AK,34322430	,343224300000	,000019274882	,No Value,True,No Value,C.V. Scheepsbelang Happy Sky,C.V. Scheepsbelang Happy Sky,No Value,C.V. Scheepsbelang Happy Sky,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> CV Scheepsbelang Happy Sky. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland  1000 AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1839,1000BX,30169450	,301694500000	,No Value	,No Value,True,www.atelierhsl.nl.,Stichting Atelier HSL,No Value,No Value,Stichting Atelier HSL,Oosterdokskade,5,,1011AD,Amsterdam,"<b>...</b> www.atelierhsl.nl. Postbus 1947, <b>1000BX</b>, Amsterdam, Nederland 1000 BX.  Oosterdokskade 5, 1011AD, Amsterdam, Nederland 1011 AD. <b>...</b>  "
1840,1000AZ,61296775	,612967750000	,000030410479	,No Value,True,No Value,No Bounds Software B.V.,No Bounds Software B.V.,No Bounds Software B.V.,No Bounds Software B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> No Bounds Software BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB <b>...</b>  "
1841,1000BZ,56237316	,562373160000	,000025810928	,No Value,True,No Value,Labeen B.V.,Labeen B.V. | Labeen,Labeen B.V.,Labeen B.V.,Oostenburgervoorstraat,134,,1018MR,Amsterdam,"<b>...</b> Labeen BV. Postbus 1985, <b>1000BZ</b>, Amsterdam, Nederland 1000 BZ.  Oostenburgervoorstraat 134, 1018MR, Amsterdam, Nederland 1018 MR. <b>...</b>  "
1842,1000AK,55653294	,556532940000	,000025284533	,No Value,True,No Value,B.V. Firmanten Aalsmeergracht,B.V. Firmanten Aalsmeergracht,B.V. Firmanten Aalsmeergracht,B.V. Firmanten Aalsmeergracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Aalsmeergracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland  1000 AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1843,1000AS,58503404	,585034040000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Woningen Jan Evertsenstraat 76,No Value,No Value,Vereniging van Eigenaars Woningen Jan Evertsenstraat 76,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Woningen Jan Evertsenstraat 76&quot;. Postbus  738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. Hoogte <b>...</b>  "
